NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,TAX_CLASS_AT_PRESENT,BLOCK,LOT,BUILDING_CLASS_PRESENT,ADDRESS,ZIP_CODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,BUILDING_CLASS_AT_TIME_OF_SALE,SALES,SALE_DATE
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1927,1,D7, 220 ST. NICHOLAS AVENUE                   ,10027.0,11,2.0,13,"1,976","26,403",2008.0,2, D7 ,1030250,2012-12-19
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1951,14,D7, 281 ST NICHOLAS AVENUE                    ,10027.0,32,6.0,38,"11,100","50,706",1921.0,2, D7 ,7900000,2012-12-19
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1954,36,D6, 2381 FREDRICK DOUGLASS BL                 ,10027.0,70,2.0,72,"8,752","75,637",2009.0,2, D6 ,1,2012-08-22
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2007,2,D7, 2363 ADAM C POWELL BLVD                   ,10030.0,46,5.0,51,"9,983","38,011",1920.0,2, D7 ,8200000,2012-11-29
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2048,21,D7, 580 ST NICHOLAS AVENUE                    ,10030.0,92,1.0,93,"12,295","60,078",1914.0,2, D7 ,12500000,2013-08-07
HARLEM-CENTRAL           ,10  COOPS - ELEVATOR APARTMENTS             ,2,2029,29,D4, 2460 ADAM C POWELL BLVD                   ,10030.0,52,2.0,54,"12,490","69,331",1950.0,2, D4 ,13000,2012-04-12
HARLEM-CENTRAL           ,11A CONDO-RENTALS                           ,2,1954,1001,RR, 311 WEST 127 STREET                       ,10027.0,117,2.0,119,"35,373","190,553",2009.0,2, RR ,1,2012-03-12
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1721,35,S9, 260 LENOX AVENUE                          ,10027.0,3,2.0,5,"1,756","5,896",1910.0,2, S9 ,71277,2013-04-19
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1723,37,S9, 2032 FIFTH AVENUE                         ,10035.0,4,2.0,6,"1,700","4,774",1909.0,2, S9 ,1620000,2013-06-18
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1829,25,S4, 223 WEST 113 STREET                       ,10026.0,4,1.0,5,"1,682","3,131",1910.0,2, S4 ,1650000,2013-07-25
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1829,25,S4, 223 WEST 113TH STREET                     ,10026.0,4,1.0,5,"1,682","3,131",1910.0,2, S4 ,675000,2012-10-19
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1908,114,S5, 139 WEST 123RD STREET                     ,10027.0,5,1.0,6,"2,018","3,120",1910.0,2, S5 ,1300000,2012-12-20
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2,1911,16,C7, 139 WEST 126 STREET                       ,10027.0,12,1.0,13,"3,664","6,632",1910.0,2, S4 ,1900000,2012-09-20
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1911,115,S4, 141 WEST 126 STREET                       ,10027.0,4,1.0,5,"1,998","4,450",1910.0,2, S4 ,0,2012-09-20
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1917,32,S3, 451 LENOX AVENUE                          ,10037.0,3,1.0,4,"1,233","2,646",1910.0,2, S3 ,872000,2013-06-19
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1920,64,S9, 2311 ADAM CLAYTON POWELL                  ,10030.0,2,2.0,4,"1,275","3,332",1920.0,2, S9 ,1267500,2013-06-14
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1920,102,S3, 2305 ADAM C POWELL BLVD                   ,10030.0,3,1.0,4,"1,350","3,600",1920.0,2, S3 ,1100000,2012-12-31
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2B,1921,29,S9, 521 LENOX AVENUE                          ,10037.0,6,2.0,8,"1,869","8,400",1910.0,2, S9 ,26000,2013-10-05
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1921,30,S4, 523 LENOX AVENUE                          ,10037.0,4,1.0,5,"1,875","7,215",1910.0,2, S4 ,356387,2013-04-19
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1950,130,S3, 303 WEST 123RD ST                         ,10027.0,3,1.0,4,861,"2,760",1900.0,2, S3 ,1050000,2012-01-08
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2B,2024,64,S9, 272 WEST 139 STREET                       ,10030.0,6,4.0,10,"4,147","13,828",1920.0,2, S9 ,2750000,2013-06-18
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,2024,134,S4," 2374 ADAM CLAYTON POWELL,                 ",10030.0,4,1.0,5,"1,243","4,640",1910.0,2, S4 ,900000,2012-12-21
HARLEM-CENTRAL           ,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,1907,1306,R8, 104 WEST 123 STREET                       ,10027.0,0,1.0,1,0,0,1900.0,2, R8 ,0,2012-09-10
HARLEM-CENTRAL           ,21  OFFICE BUILDINGS                        ,4,1920,2,O9, 2303 ADAM C POWELL BLVD                   ,10030.0,0,1.0,1,"1,463","4,400",1910.0,4, O9 ,1150000,2012-12-28
HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,4,1736,26,K2, 31 WEST 138 STREET                        ,10037.0,0,1.0,1,"2,498","4,696",1920.0,4, K2 ,0,2013-10-07
HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,4,1736,26,K2, 31 WEST 138TH STREET                      ,10037.0,0,1.0,1,"2,498","4,696",1920.0,4, K2 ,725000,2013-01-18
HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,4,1750,24,K2, 59 EAST 125 STREET                        ,10035.0,0,1.0,1,"1,873","3,070",1910.0,4, K2 ,0,2013-04-25
HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,4,1772,37,K9, 2272 3 AVENUE                             ,10035.0,0,1.0,1,"1,280","2,400",1900.0,4, K9 ,1100000,2012-12-18
HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,4,1821,31,K1, 21-41 LENOX AVENUE                        ,10026.0,0,7.0,7,"14,675","14,467",1994.0,4, K1 ,2500000,2012-06-08
HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,4,1911,1,K1, 2121 ADAM C POWELL BLVD                   ,10027.0,0,8.0,8,"3,364","3,364",1910.0,4, K1 ,2200000,2013-06-25
HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,4,1921,31,K9, 525 LENOX AVENUE                          ,10037.0,0,1.0,1,"1,244","5,845",1910.0,4, K9 ,280018,2013-04-19
HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,4,1930,49,K1, 246 WEST 125 STREET                       ,10027.0,0,2.0,2,"5,046","6,545",1972.0,4, K1 ,10273444,2012-10-15
HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,4,1940,129,K7, 2282 ADAM C POWELL BLVD                   ,10030.0,0,1.0,1,"2,308","5,344",1910.0,4, K7 ,0,2013-07-17
HARLEM-CENTRAL           ,23  LOFT BUILDINGS                          ,4,1750,23,L8, 57 EAST 125 STREET                        ,10035.0,0,1.0,1,"1,857","3,716",1915.0,4, L8 ,3600000,2013-04-25
HARLEM-CENTRAL           ,28  COMMERCIAL CONDOS                       ,4,1600,1107,R5, 24 WEST 117 STREET                        ,10026.0,0,1.0,1,0,0,2012.0,4, R5 ,0,2012-02-08
HARLEM-CENTRAL           ,29  COMMERCIAL GARAGES                      ,4,1767,27,G9, 159 EAST 118 STREET                       ,10035.0,0,1.0,1,"2,523","2,475",1954.0,4, G9 ,925000,2013-07-01
HARLEM-CENTRAL           ,29  COMMERCIAL GARAGES                      ,4,1944,43,G1, 316-320 WEST 118TH STREET                 ,10026.0,0,3.0,3,"6,055","22,340",1924.0,4, G1 ,4500000,2012-07-08
HARLEM-CENTRAL           ,29  COMMERCIAL GARAGES                      ,4,2047,44,G9, 250 BRADHURST AVENUE                      ,10039.0,0,2.0,2,"14,450","27,106",1930.0,4, G9 ,5200000,2012-11-12
HARLEM-CENTRAL           ,32  HOSPITAL AND HEALTH FACILITIES          ,4,1902,43,I9, 120 WEST 118 STREET                       ,10026.0,0,1.0,1,"2,000","3,885",1910.0,4, I9 ,1600000,2013-04-01
HARLEM-CENTRAL           ,32  HOSPITAL AND HEALTH FACILITIES          ,4,1902,43,I9, 120 WEST 118TH STREET                     ,10026.0,0,1.0,1,"2,000","3,885",1910.0,4, I9 ,0,2013-04-01
HARLEM-CENTRAL           ,32  HOSPITAL AND HEALTH FACILITIES          ,4,1902,43,I9, 120 WEST 118 STREET                       ,10026.0,0,1.0,1,"2,000","3,885",1910.0,4, I9 ,1150000,2013-04-01
HARLEM-CENTRAL           ,33  EDUCATIONAL FACILITIES                  ,4,1912,6,W9, 159 WEST 127TH STREET                     ,10027.0,0,1.0,1,"4,955","15,000",1910.0,4, W9 ,3500000,2012-12-18
HARLEM-CENTRAL           ,33  EDUCATIONAL FACILITIES                  ,4,1923,49,W2, 147 ST NICHOLAS AVENUE                    ,10026.0,0,1.0,1,"5,971","29,855",1910.0,4, W2 ,0,2012-05-10
HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,4,1726,35,M9, 2084 FIFTH AVENUE                         ,10035.0,0,1.0,1,"1,500","5,000",1910.0,4, M9 ,1955295,2013-07-22
HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,4,1820,6,M1, 145 CENTRAL PARK NORTH                    ,10026.0,0,1.0,1,"7,092","9,168",1970.0,4, M1 ,11375000,2013-06-18
HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,4,1904,41,M9, 112 WEST 120 STREET                       ,10027.0,0,1.0,1,"2,018","3,608",1910.0,4, M9 ,999995,2013-07-16
HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,4,1904,57,M1, 160 WEST 120 STREET                       ,10027.0,0,1.0,1,"1,682","3,668",1915.0,4, M1 ,0,2012-09-18
HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,4,1923,14,M2, 253 WEST 117TH STREET                     ,10026.0,0,1.0,1,"17,661","45,020",1910.0,4, M2 ,1000000,2012-05-10
HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,4,1923,52,M3, 262 WEST 118TH STREET                     ,10026.0,0,1.0,1,"2,523","5,808",1910.0,4, M3 ,5000000,2012-05-10
HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,4,2041,129,M9, 68 EDGECOMBE AVENUE                       ,10030.0,0,1.0,1,"1,360","3,480",1910.0,4, M9 ,1050000,2013-06-25
HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,4,2043,5,M1, 313 WEST 141 STREET                       ,10030.0,0,1.0,1,"4,996","3,600",1958.0,4, M1 ,0,2012-12-19
HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,4,2050,163,M1, 72 HAMILTON TERRACE                       ,10031.0,0,1.0,1,"1,600","4,124",1920.0,4, M1 ,1125000,2013-06-27
HARLEM-EAST              ,01  ONE FAMILY HOMES                        ,1,1660,20,S1, 251 EAST 110 STREET                       ,10029.0,1,1.0,2,"1,682","3,920",1900.0,1, S1 ,1740000,2012-09-08
HARLEM-EAST              ,02  TWO FAMILY HOMES                        ,1,1784,23,S2, 2327 2ND AVENUE                           ,10035.0,2,1.0,3,"1,600","2,926",1901.0,1, S2 ,500000,2013-06-25
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1616,20,C7, 1657 MADISON AVENUE                       ,10029.0,10,1.0,11,"1,912","7,685",1910.0,2, C7 ,2060000,2012-10-09
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1621,35,C7, 914 GREENE AVENUE                         ,10029.0,9,1.0,10,"1,998","8,860",1910.0,2, C7 ,0,2012-12-31
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1629,14,C7, 1590 LEXINGTON AVENUE                     ,10029.0,25,5.0,30,"3,838","18,613",1910.0,2, C7 ,6800000,2013-05-15
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1631,140,C7, 186 EAST 104 STREET                       ,10029.0,9,1.0,10,"2,018","8,105",1910.0,2, C7 ,1580156,2012-11-15
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1645,129,C4, 177 EAST 117 STREET                       ,10035.0,6,1.0,7,"1,917","3,868",1910.0,2, C4 ,0,2012-12-28
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1646,25,C7, 1873 2 AVENUE                             ,10029.0,12,2.0,14,"2,500","6,000",1910.0,2, C7 ,0,2013-12-04
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1654,25,C7, 2033 2 AVENUE                             ,10029.0,13,1.0,14,"2,600","10,660",1920.0,2, C7 ,0,2012-08-28
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1659,144,C7, 204 EAST 110 STREET                       ,10029.0,9,1.0,10,"3,028","11,896",2010.0,2, C7 ,5000000,2013-04-24
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1660,23,C7, 2145 2ND AVENUE                           ,10029.0,8,1.0,9,"1,894","7,375",1910.0,2, C7 ,0,2012-10-31
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1660,23,C7, 2145 SECOND AVENUE                        ,10029.0,8,1.0,9,"1,894","7,375",1910.0,2, C7 ,0,2012-09-27
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1667,1,C7, 2143 3 AVENUE                             ,10035.0,15,1.0,16,"3,560","12,780",1900.0,2, C7 ,0,2012-12-17
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1676,9,C7, 313 EAST 104 STREET                       ,10029.0,16,1.0,17,"2,523","7,615",1900.0,2, C7 ,0,2013-05-30
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1676,50,C4, 2036 2 AVENUE                             ,10029.0,6,2.0,8,"1,875","6,100",1910.0,2, C4 ,0,2013-04-25
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1677,42,C7, 314 EAST 106TH STREET                     ,10029.0,28,2.0,30,"3,785","15,330",1920.0,2, C7 ,3900000,2013-05-13
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1680,15,C7, 323 EAST 108 STREET                       ,10029.0,33,2.0,35,"5,046","22,596",1920.0,2, C7 ,0,2012-11-15
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1680,52,C7, 2108 2 AVENUE                             ,10029.0,16,2.0,18,"3,292","11,970",1920.0,2, C7 ,0,2012-11-15
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1681,16,C7, 331 EAST 109 STREET                       ,10029.0,13,1.0,14,"2,395","10,100",1910.0,2, C7 ,1000000,2013-10-07
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1682,52,C7, 2154 2 AVENUE                             ,10029.0,17,1.0,18,"2,500","9,825",1910.0,2, C7 ,0,2012-11-15
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1688,42,C7, 322 EAST 117 STREET                       ,10035.0,28,1.0,29,"3,785","14,508",1903.0,2, C7 ,0,2013-09-04
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1715,48,C7, 318 PLEASANT AVENUE                       ,10032.0,16,1.0,17,"2,491","11,265",1920.0,2, C7 ,0,2012-11-15
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1786,42,C4, 212 EAST 122ND STREET                     ,10035.0,33,1.0,34,"5,046","26,400",1920.0,2, C4 ,0,2013-03-30
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2,1786,42,C4, 212 EAST 122ND STREET                     ,10035.0,33,1.0,34,"5,046","26,400",1920.0,2, C4 ,4382500,2012-09-24
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1796,3,C4, 2326 SECOND AVE                           ,10035.0,6,1.0,7,"1,875","5,500",1900.0,2, C4 ,0,2012-01-08
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1806,4,C4, 2308 FIRST AVENUE                         ,10035.0,6,2.0,8,"2,350","6,000",1900.0,2, C4 ,2620000,2013-03-07
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1806,48,C4, 2312 1 AVENUE                             ,10035.0,6,2.0,8,"2,366","6,041",1900.0,2, C4 ,1500000,2013-05-30
HARLEM-EAST              ,07  RENTALS - WALKUP APARTMENTS             ,2B,1806,49,C4, 2310 FIRST AVENUE                         ,10035.0,8,1.0,9,"2,373","6,000",1900.0,2, C4 ,0,2013-03-07
HARLEM-EAST              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1616,51,D6, 1663 MADISON AVENUE                       ,10029.0,12,1.0,13,"2,375","11,580",2010.0,2, D6 ,0,2012-10-18
HARLEM-EAST              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1624,33,D9, 1710 3 AVENUE                             ,10029.0,522,4.0,526,"40,873","509,090",1990.0,2, D9 ,252000000,2013-06-21
HARLEM-EAST              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1631,20,D6, 1635 LEXINGTON AVENUE                     ,10029.0,42,2.0,44,"9,500","59,000",2010.0,2, D6 ,9269000,2013-02-05
HARLEM-EAST              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1633,41,D6, 174 EAST 106 STREET                       ,10029.0,22,2.0,24,"5,000","21,300",1910.0,2, D6 ,6000000,2012-05-12
HARLEM-EAST              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1680,148,D7, 308 EAST 109 STREET                       ,10029.0,16,1.0,17,"2,523","28,388",2009.0,2, D7 ,3200000,2012-12-19
HARLEM-EAST              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1680,149,D6, 306 EAST 109 STREET                       ,10029.0,16,1.0,17,"1,156","28,388",2009.0,2, D6 ,0,2012-12-19
HARLEM-EAST              ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1680,150,D6, 304 EAST 109 STREET                       ,10029.0,16,1.0,17,"1,156","28,388",2009.0,2, D6 ,0,2012-12-19
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2B,1623,34,S9, 1662 PARK AVENUE                          ,10035.0,6,2.0,8,"1,830","6,060",1910.0,2, S9 ,700000,2012-04-10
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2A,1636,51,S3, 1751 LEXINGTON AVENUE                     ,10029.0,3,1.0,4,"1,360","4,208",1910.0,2, S3 ,0,2012-06-12
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2A,1645,132,S3, 185 EAST 117TH STREET                     ,10035.0,3,1.0,4,"1,165","3,868",1900.0,2, S3 ,759000,2012-11-16
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2A,1645,133,S3, 187 EAST 117TH STREET                     ,10035.0,3,1.0,4,959,"3,612",1900.0,2, S3 ,759000,2012-11-16
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2A,1661,28,S3, 256 EAST 112 STREET                       ,10029.0,3,1.0,4,"1,535","4,788",1900.0,2, S3 ,0,2012-12-18
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2A,1665,145,S9, 210 EAST 116 STREET                       ,10029.0,2,2.0,4,"1,398","2,448",1890.0,2, S9 ,407300,2013-04-19
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2A,1666,8,S3, 219 EAST 116 STREET                       ,10029.0,3,1.0,4,"2,018","3,873",1910.0,2, S3 ,10,2012-12-27
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2A,1666,8,S3, 219 E 116 STREET                          ,10029.0,3,1.0,4,"2,018","3,873",1910.0,2, S3 ,10,2012-12-20
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2A,1666,8,S3, 219 EAST 116 STREET                       ,10029.0,3,1.0,4,"2,018","3,873",1910.0,2, S3 ,10,2012-04-12
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2B,1667,3,S5, 2149 3 AVENUE                             ,10035.0,6,1.0,7,"1,740","5,500",1910.0,2, S5 ,0,2012-12-17
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2A,1667,5,S9, 205 EAST 117 STREET                       ,10035.0,2,2.0,4,"1,699","6,049",1890.0,2, S9 ,0,2012-12-17
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2A,1667,6,S3, 209 EAST 117 STREET                       ,10035.0,3,1.0,4,"1,699","2,500",1910.0,2, S3 ,0,2012-12-17
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2B,1667,102,S5, 2147 3 AVENUE                             ,10035.0,6,1.0,7,"1,740","5,500",1920.0,2, S5 ,0,2012-12-17
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2A,1667,105,S3, 207 EAST 117 STREET                       ,10035.0,3,1.0,4,"1,699","2,520",1910.0,2, S3 ,0,2012-12-17
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2B,1676,1,S5, 2024 2 AVENUE                             ,10029.0,6,1.0,7,"1,944","6,999",1920.0,2, S5 ,2769612,2013-04-25
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2B,1676,2,S5, 2026 2 AVENUE                             ,10029.0,6,1.0,7,"1,875","6,100",1920.0,2, S5 ,3190388,2013-04-25
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2B,1676,3,S9, 2028 2 AVENUE                             ,10029.0,6,2.0,8,"1,875","6,100",1920.0,2, S9 ,0,2013-04-25
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2B,1676,52,S5, 2032 2 AVENUE                             ,10029.0,6,1.0,7,"1,875","5,831",1910.0,2, S5 ,0,2012-08-14
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2B,1676,52,S5, 2032 2 AVENUE                             ,10029.0,6,1.0,7,"1,875","5,831",1910.0,2, S5 ,1025000,2012-08-13
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2B,1677,50,S9, 2060 2 AVENUE                             ,10029.0,6,2.0,8,"1,742","5,451",1900.0,2, S9 ,1475000,2013-04-17
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2A,1680,49,S9, 2118 SECOND AVENUE                        ,10029.0,2,2.0,4,"1,122","4,988",1920.0,2, S9 ,0,2012-11-15
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2B,1681,30,S9, 348 EAST 110TH STREET                     ,10029.0,6,2.0,8,"1,944","5,832",1910.0,2, S9 ,1500000,2013-07-18
HARLEM-EAST              ,14  RENTALS - 4-10 UNIT                     ,2B,1681,30,S9, 348 EAST 110TH STREET                     ,10029.0,6,2.0,8,"1,944","5,832",1910.0,2, S9 ,0,2013-07-18
